"trainer/global_step","1e4 EF - _step","1e4 EF - _step__MIN","1e4 EF - _step__MAX","1e4 EF - val-Loss E","1e4 EF - val-Loss E__MIN","1e4 EF - val-Loss E__MAX","1e6 EF - _step","1e6 EF - _step__MIN","1e6 EF - _step__MAX","1e6 EF - val-Loss E","1e6 EF - val-Loss E__MIN","1e6 EF - val-Loss E__MAX","1e3 - _step","1e3 - _step__MIN","1e3 - _step__MAX","1e3 - val-Loss E","1e3 - val-Loss E__MIN","1e3 - val-Loss E__MAX","1e5 EF - _step","1e5 EF - _step__MIN","1e5 EF - _step__MAX","1e5 EF - val-Loss E","1e5 EF - val-Loss E__MIN","1e5 EF - val-Loss E__MAX","1e6 - _step","1e6 - _step__MIN","1e6 - _step__MAX","1e6 - val-Loss E","1e6 - val-Loss E__MIN","1e6 - val-Loss E__MAX","1e4 - _step","1e4 - _step__MIN","1e4 - _step__MAX","1e4 - val-Loss E","1e4 - val-Loss E__MIN","1e4 - val-Loss E__MAX","1e5 - _step","1e5 - _step__MIN","1e5 - _step__MAX","1e5 - val-Loss E","1e5 - val-Loss E__MIN","1e5 - val-Loss E__MAX","4e5 - _step","4e5 - _step__MIN","4e5 - _step__MAX","4e5 - val-Loss E","4e5 - val-Loss E__MIN","4e5 - val-Loss E__MAX","8e5 - _step","8e5 - _step__MIN","8e5 - _step__MAX","8e5 - val-Loss E","8e5 - val-Loss E__MIN","8e5 - val-Loss E__MAX","1.7e6 - _step","1.7e6 - _step__MIN","1.7e6 - _step__MAX","1.7e6 - val-Loss E","1.7e6 - val-Loss E__MIN","1.7e6 - val-Loss E__MAX","8e4 - _step","8e4 - _step__MIN","8e4 - _step__MAX","8e4 - val-Loss E","8e4 - val-Loss E__MIN","8e4 - val-Loss E__MAX","6e4 - _step","6e4 - _step__MIN","6e4 - _step__MAX","6e4 - val-Loss E","6e4 - val-Loss E__MIN","6e4 - val-Loss E__MAX","4e4 - _step","4e4 - _step__MIN","4e4 - _step__MAX","4e4 - val-Loss E","4e4 - val-Loss E__MIN","4e4 - val-Loss E__MAX"
"75599","151705","151705","151705","0.19555872678756714","0.19555872678756714","0.19555872678756714","151268","151268","151268","0.060259245336055756","0.060259245336055756","0.060259245336055756","156260","156260","156260","0.5511692762374878","0.5511692762374878","0.5511692762374878","151269","151269","151269","0.079747274518013","0.079747274518013","0.079747274518013","151268","151268","151268","0.05519914999604225","0.05519914999604225","0.05519914999604225","151705","151705","151705","0.14078955352306366","0.14078955352306366","0.14078955352306366","151269","151269","151269","0.06508633494377136","0.06508633494377136","0.06508633494377136","151268","151268","151268","0.05992158129811287","0.05992158129811287","0.05992158129811287","151268","151268","151268","0.0528743602335453","0.0528743602335453","0.0528743602335453","151268","151268","151268","0.05224047228693962","0.05224047228693962","0.05224047228693962","151281","151281","151281","0.0645989403128624","0.0645989403128624","0.0645989403128624","151301","151301","151301","0.0688503235578537","0.0688503235578537","0.0688503235578537","151341","151341","151341","0.07807057350873947","0.07807057350873947","0.07807057350873947"
"79199","158929","158929","158929","0.19685539603233337","0.19685539603233337","0.19685539603233337","158471","158471","158471","0.06443580240011215","0.06443580240011215","0.06443580240011215","163701","163701","163701","0.5554272532463074","0.5554272532463074","0.5554272532463074","158472","158472","158472","0.08765693008899689","0.08765693008899689","0.08765693008899689","158471","158471","158471","0.052317455410957336","0.052317455410957336","0.052317455410957336","158929","158929","158929","0.13450554013252258","0.13450554013252258","0.13450554013252258","158472","158472","158472","0.07709158957004547","0.07709158957004547","0.07709158957004547","158471","158471","158471","0.0533791184425354","0.0533791184425354","0.0533791184425354","158471","158471","158471","0.05514678731560707","0.05514678731560707","0.05514678731560707","158471","158471","158471","0.06235538423061371","0.06235538423061371","0.06235538423061371","158485","158485","158485","0.08125987648963928","0.08125987648963928","0.08125987648963928","158506","158506","158506","0.06634815782308578","0.06634815782308578","0.06634815782308578","158548","158548","158548","0.07583723962306976","0.07583723962306976","0.07583723962306976"
"82799","166153","166153","166153","0.19355587661266327","0.19355587661266327","0.19355587661266327","165674","165674","165674","0.06105407699942589","0.06105407699942589","0.06105407699942589","171142","171142","171142","0.5523375868797302","0.5523375868797302","0.5523375868797302","165676","165676","165676","0.0735345184803009","0.0735345184803009","0.0735345184803009","165674","165674","165674","0.059164684265851974","0.059164684265851974","0.059164684265851974","166153","166153","166153","0.13286341726779938","0.13286341726779938","0.13286341726779938","165676","165676","165676","0.05887092649936676","0.05887092649936676","0.05887092649936676","165674","165674","165674","0.061000924557447433","0.061000924557447433","0.061000924557447433","165674","165674","165674","0.06547696888446808","0.06547696888446808","0.06547696888446808","165674","165674","165674","0.04900708422064781","0.04900708422064781","0.04900708422064781","165689","165689","165689","0.057961415499448776","0.057961415499448776","0.057961415499448776","165711","165711","165711","0.06402068585157394","0.06402068585157394","0.06402068585157394","165755","165755","165755","0.08010730892419815","0.08010730892419815","0.08010730892419815"
"86399","173377","173377","173377","0.20121516287326813","0.20121516287326813","0.20121516287326813","172877","172877","172877","0.06801875680685043","0.06801875680685043","0.06801875680685043","178583","178583","178583","0.5469849705696106","0.5469849705696106","0.5469849705696106","172879","172879","172879","0.0742909386754036","0.0742909386754036","0.0742909386754036","172877","172877","172877","0.056756313890218735","0.056756313890218735","0.056756313890218735","173377","173377","173377","0.13186660408973694","0.13186660408973694","0.13186660408973694","172879","172879","172879","0.056355901062488556","0.056355901062488556","0.056355901062488556","172877","172877","172877","0.08258682489395142","0.08258682489395142","0.08258682489395142","172877","172877","172877","0.05335862934589386","0.05335862934589386","0.05335862934589386","172877","172877","172877","0.061543066054582596","0.061543066054582596","0.061543066054582596","172893","172893","172893","0.0696764588356018","0.0696764588356018","0.0696764588356018","172916","172916","172916","0.08022744208574295","0.08022744208574295","0.08022744208574295","172962","172962","172962","0.08205431699752808","0.08205431699752808","0.08205431699752808"
"89999","180601","180601","180601","0.1963183879852295","0.1963183879852295","0.1963183879852295","180081","180081","180081","0.07517720013856888","0.07517720013856888","0.07517720013856888","186024","186024","186024","0.550847589969635","0.550847589969635","0.550847589969635","180082","180082","180082","0.06933937966823578","0.06933937966823578","0.06933937966823578","180081","180081","180081","0.07622178643941879","0.07622178643941879","0.07622178643941879","180601","180601","180601","0.14231784641742706","0.14231784641742706","0.14231784641742706","180082","180082","180082","0.06274596601724625","0.06274596601724625","0.06274596601724625","180081","180081","180081","0.08080483227968216","0.08080483227968216","0.08080483227968216","180081","180081","180081","0.058306850492954254","0.058306850492954254","0.058306850492954254","180081","180081","180081","0.05241996794939041","0.05241996794939041","0.05241996794939041","180096","180096","180096","0.06726336479187012","0.06726336479187012","0.06726336479187012","180121","180121","180121","0.06323929131031036","0.06323929131031036","0.06323929131031036","180168","180168","180168","0.07508188486099243","0.07508188486099243","0.07508188486099243"
"93599","187825","187825","187825","0.19646625220775604","0.19646625220775604","0.19646625220775604","187284","187284","187284","0.054562535136938095","0.054562535136938095","0.054562535136938095","193465","193465","193465","0.5512112975120544","0.5512112975120544","0.5512112975120544","187285","187285","187285","0.08842519670724869","0.08842519670724869","0.08842519670724869","187284","187284","187284","0.05471998453140259","0.05471998453140259","0.05471998453140259","187825","187825","187825","0.1302025467157364","0.1302025467157364","0.1302025467157364","187285","187285","187285","0.0600716657936573","0.0600716657936573","0.0600716657936573","187284","187284","187284","0.050375789403915405","0.050375789403915405","0.050375789403915405","187284","187284","187284","0.048389144241809845","0.048389144241809845","0.048389144241809845","187284","187284","187284","0.0564015656709671","0.0564015656709671","0.0564015656709671","187300","187300","187300","0.06100054085254669","0.06100054085254669","0.06100054085254669","187325","187325","187325","0.06085126847028732","0.06085126847028732","0.06085126847028732","187375","187375","187375","0.07459846138954163","0.07459846138954163","0.07459846138954163"
"97199","195050","195050","195050","0.1961817890405655","0.1961817890405655","0.1961817890405655","194487","194487","194487","0.057577189058065414","0.057577189058065414","0.057577189058065414","200906","200906","200906","0.5517280101776123","0.5517280101776123","0.5517280101776123","194489","194489","194489","0.06947953253984451","0.06947953253984451","0.06947953253984451","194487","194487","194487","0.06447269022464752","0.06447269022464752","0.06447269022464752","195050","195050","195050","0.13642987608909607","0.13642987608909607","0.13642987608909607","194489","194489","194489","0.0586412213742733","0.0586412213742733","0.0586412213742733","194487","194487","194487","0.058507125824689865","0.058507125824689865","0.058507125824689865","194487","194487","194487","0.05010821297764778","0.05010821297764778","0.05010821297764778","194487","194487","194487","0.05019614100456238","0.05019614100456238","0.05019614100456238","194504","194504","194504","0.06323229521512985","0.06323229521512985","0.06323229521512985","194530","194530","194530","0.061498600989580154","0.061498600989580154","0.061498600989580154","194582","194582","194582","0.08024997264146805","0.08024997264146805","0.08024997264146805"
"100799","202274","202274","202274","0.19297803938388824","0.19297803938388824","0.19297803938388824","201690","201690","201690","0.057334184646606445","0.057334184646606445","0.057334184646606445","208347","208347","208347","0.5572829246520996","0.5572829246520996","0.5572829246520996","201692","201692","201692","0.06912335008382797","0.06912335008382797","0.06912335008382797","201690","201690","201690","0.0614735446870327","0.0614735446870327","0.0614735446870327","202274","202274","202274","0.13753345608711243","0.13753345608711243","0.13753345608711243","201692","201692","201692","0.057896681129932404","0.057896681129932404","0.057896681129932404","201690","201690","201690","0.050546567887067795","0.050546567887067795","0.050546567887067795","201690","201690","201690","0.05692942440509796","0.05692942440509796","0.05692942440509796","201690","201690","201690","0.05328192561864853","0.05328192561864853","0.05328192561864853","201708","201708","201708","0.058266088366508484","0.058266088366508484","0.058266088366508484","201735","201735","201735","0.06036170572042465","0.06036170572042465","0.06036170572042465","201789","201789","201789","0.07496802508831024","0.07496802508831024","0.07496802508831024"
"104399","209498","209498","209498","0.1949213743209839","0.1949213743209839","0.1949213743209839","208894","208894","208894","0.06279795616865158","0.06279795616865158","0.06279795616865158","215788","215788","215788","0.5550940632820129","0.5550940632820129","0.5550940632820129","208895","208895","208895","0.08137109130620956","0.08137109130620956","0.08137109130620956","208894","208894","208894","0.04738600179553032","0.04738600179553032","0.04738600179553032","209498","209498","209498","0.13053154945373535","0.13053154945373535","0.13053154945373535","208895","208895","208895","0.06350841373205185","0.06350841373205185","0.06350841373205185","208894","208894","208894","0.05110713839530945","0.05110713839530945","0.05110713839530945","208894","208894","208894","0.047074999660253525","0.047074999660253525","0.047074999660253525","208894","208894","208894","0.05117238685488701","0.05117238685488701","0.05117238685488701","208912","208912","208912","0.06009292230010033","0.06009292230010033","0.06009292230010033","208940","208940","208940","0.06515059620141983","0.06515059620141983","0.06515059620141983","208996","208996","208996","0.07253142446279526","0.07253142446279526","0.07253142446279526"
"107999","216722","216722","216722","0.19412407279014587","0.19412407279014587","0.19412407279014587","216097","216097","216097","0.07965915650129318","0.07965915650129318","0.07965915650129318","223229","223229","223229","0.5510897636413574","0.5510897636413574","0.5510897636413574","216099","216099","216099","0.06621651351451874","0.06621651351451874","0.06621651351451874","216097","216097","216097","0.05318918824195862","0.05318918824195862","0.05318918824195862","216722","216722","216722","0.13259127736091614","0.13259127736091614","0.13259127736091614","216099","216099","216099","0.05811980739235878","0.05811980739235878","0.05811980739235878","216097","216097","216097","0.09253375977277756","0.09253375977277756","0.09253375977277756","216097","216097","216097","0.055694688111543655","0.055694688111543655","0.055694688111543655","216097","216097","216097","0.04764147475361824","0.04764147475361824","0.04764147475361824","216116","216116","216116","0.06065236032009125","0.06065236032009125","0.06065236032009125","216145","216145","216145","0.06113770604133606","0.06113770604133606","0.06113770604133606","216202","216202","216202","0.07408596575260162","0.07408596575260162","0.07408596575260162"
"111599","223946","223946","223946","0.19614599645137787","0.19614599645137787","0.19614599645137787","223300","223300","223300","0.06150265410542488","0.06150265410542488","0.06150265410542488","230670","230670","230670","0.5524891018867493","0.5524891018867493","0.5524891018867493","223302","223302","223302","0.07124903053045273","0.07124903053045273","0.07124903053045273","223300","223300","223300","0.0731041431427002","0.0731041431427002","0.0731041431427002","223946","223946","223946","0.1338449865579605","0.1338449865579605","0.1338449865579605","223302","223302","223302","0.06539171934127808","0.06539171934127808","0.06539171934127808","223300","223300","223300","0.05552813783288002","0.05552813783288002","0.05552813783288002","223300","223300","223300","0.050256650894880295","0.050256650894880295","0.050256650894880295","223300","223300","223300","0.05464654043316841","0.05464654043316841","0.05464654043316841","223320","223320","223320","0.06889793276786804","0.06889793276786804","0.06889793276786804","223350","223350","223350","0.06473678350448608","0.06473678350448608","0.06473678350448608","223409","223409","223409","0.07487288117408752","0.07487288117408752","0.07487288117408752"
"115199","231170","231170","231170","0.19336850941181183","0.19336850941181183","0.19336850941181183","230503","230503","230503","0.05572417378425598","0.05572417378425598","0.05572417378425598","238111","238111","238111","0.5549813508987427","0.5549813508987427","0.5549813508987427","230505","230505","230505","0.08331430703401566","0.08331430703401566","0.08331430703401566","230503","230503","230503","0.048954885452985764","0.048954885452985764","0.048954885452985764","231170","231170","231170","0.13195541501045227","0.13195541501045227","0.13195541501045227","230505","230505","230505","0.06100542098283768","0.06100542098283768","0.06100542098283768","230503","230503","230503","0.061933934688568115","0.061933934688568115","0.061933934688568115","230503","230503","230503","0.04756401106715202","0.04756401106715202","0.04756401106715202","230503","230503","230503","0.05658280476927757","0.05658280476927757","0.05658280476927757","230524","230524","230524","0.060797519981861115","0.060797519981861115","0.060797519981861115","230554","230554","230554","0.05951535329222679","0.05951535329222679","0.05951535329222679","230616","230616","230616","0.07807757705450058","0.07807757705450058","0.07807757705450058"
"118799","238394","238394","238394","0.19353392720222473","0.19353392720222473","0.19353392720222473","237707","237707","237707","0.05961506441235542","0.05961506441235542","0.05961506441235542","245552","245552","245552","0.5574009418487549","0.5574009418487549","0.5574009418487549","237709","237709","237709","0.06993933767080307","0.06993933767080307","0.06993933767080307","237707","237707","237707","0.05275161564350128","0.05275161564350128","0.05275161564350128","238394","238394","238394","0.1316787153482437","0.1316787153482437","0.1316787153482437","237709","237709","237709","0.0905580073595047","0.0905580073595047","0.0905580073595047","237707","237707","237707","0.06144608557224274","0.06144608557224274","0.06144608557224274","237707","237707","237707","0.04659809172153473","0.04659809172153473","0.04659809172153473","237707","237707","237707","0.049450889229774475","0.049450889229774475","0.049450889229774475","237728","237728","237728","0.06546670943498611","0.06546670943498611","0.06546670943498611","237759","237759","237759","0.06310724467039108","0.06310724467039108","0.06310724467039108","237823","237823","237823","0.0730442926287651","0.0730442926287651","0.0730442926287651"
"122399","245618","245618","245618","0.1950310617685318","0.1950310617685318","0.1950310617685318","244910","244910","244910","0.05447549745440483","0.05447549745440483","0.05447549745440483","252993","252993","252993","0.5554050803184509","0.5554050803184509","0.5554050803184509","244912","244912","244912","0.0873652994632721","0.0873652994632721","0.0873652994632721","244910","244910","244910","0.05396656692028046","0.05396656692028046","0.05396656692028046","245618","245618","245618","0.13246451318264008","0.13246451318264008","0.13246451318264008","244912","244912","244912","0.0729588195681572","0.0729588195681572","0.0729588195681572","244910","244910","244910","0.049376487731933594","0.049376487731933594","0.049376487731933594","244910","244910","244910","0.050948616117239","0.050948616117239","0.050948616117239","244910","244910","244910","0.07678963989019394","0.07678963989019394","0.07678963989019394","244931","244931","244931","0.059059858322143555","0.059059858322143555","0.059059858322143555","244964","244964","244964","0.08756917715072632","0.08756917715072632","0.08756917715072632","245029","245029","245029","0.0756487175822258","0.0756487175822258","0.0756487175822258"
"125999","252842","252842","252842","0.19326670467853546","0.19326670467853546","0.19326670467853546","252113","252113","252113","0.06799405813217163","0.06799405813217163","0.06799405813217163","260434","260434","260434","0.555762529373169","0.555762529373169","0.555762529373169","252115","252115","252115","0.06629104167222977","0.06629104167222977","0.06629104167222977","252113","252113","252113","0.0772499144077301","0.0772499144077301","0.0772499144077301","252842","252842","252842","0.13436324894428253","0.13436324894428253","0.13436324894428253","252115","252115","252115","0.06958367675542831","0.06958367675542831","0.06958367675542831","252113","252113","252113","0.05240965262055397","0.05240965262055397","0.05240965262055397","252113","252113","252113","0.045498188585042953","0.045498188585042953","0.045498188585042953","252113","252113","252113","0.05049925297498703","0.05049925297498703","0.05049925297498703","252135","252135","252135","0.058293092995882034","0.058293092995882034","0.058293092995882034","252169","252169","252169","0.0730864629149437","0.0730864629149437","0.0730864629149437","252236","252236","252236","0.0724906474351883","0.0724906474351883","0.0724906474351883"
"129599","260066","260066","260066","0.1982942521572113","0.1982942521572113","0.1982942521572113","259316","259316","259316","0.0512348935008049","0.0512348935008049","0.0512348935008049","267875","267875","267875","0.5572600960731506","0.5572600960731506","0.5572600960731506","259318","259318","259318","0.07259760051965714","0.07259760051965714","0.07259760051965714","259316","259316","259316","0.06575443595647812","0.06575443595647812","0.06575443595647812","260066","260066","260066","0.14072835445404053","0.14072835445404053","0.14072835445404053","259318","259318","259318","0.06126546114683151","0.06126546114683151","0.06126546114683151","259316","259316","259316","0.05640479549765587","0.05640479549765587","0.05640479549765587","259316","259316","259316","0.046276092529296875","0.046276092529296875","0.046276092529296875","259316","259316","259316","0.0576053187251091","0.0576053187251091","0.0576053187251091","259339","259339","259339","0.068782277405262","0.068782277405262","0.068782277405262","259374","259374","259374","0.058747299015522","0.058747299015522","0.058747299015522","259443","259443","259443","0.07610487192869186","0.07610487192869186","0.07610487192869186"
"133199","267290","267290","267290","0.19412240386009216","0.19412240386009216","0.19412240386009216","266520","266520","266520","0.05392494797706604","0.05392494797706604","0.05392494797706604","275316","275316","275316","0.552862823009491","0.552862823009491","0.552862823009491","266522","266522","266522","0.06881654262542725","0.06881654262542725","0.06881654262542725","266520","266520","266520","0.04599315673112869","0.04599315673112869","0.04599315673112869","267290","267290","267290","0.13260699808597565","0.13260699808597565","0.13260699808597565","266522","266522","266522","0.07008020579814911","0.07008020579814911","0.07008020579814911","266520","266520","266520","0.04899803549051285","0.04899803549051285","0.04899803549051285","266520","266520","266520","0.059513743966817856","0.059513743966817856","0.059513743966817856","266520","266520","266520","0.04826808348298073","0.04826808348298073","0.04826808348298073","266543","266543","266543","0.05904936417937279","0.05904936417937279","0.05904936417937279","266579","266579","266579","0.06369813531637192","0.06369813531637192","0.06369813531637192","266650","266650","266650","0.07053352147340775","0.07053352147340775","0.07053352147340775"
"136799","274514","274514","274514","0.19783592224121094","0.19783592224121094","0.19783592224121094","273723","273723","273723","0.05079885199666023","0.05079885199666023","0.05079885199666023","282757","282757","282757","0.5563244819641113","0.5563244819641113","0.5563244819641113","273725","273725","273725","0.06967222690582275","0.06967222690582275","0.06967222690582275","273723","273723","273723","0.045284416526556015","0.045284416526556015","0.045284416526556015","274514","274514","274514","0.13019677996635437","0.13019677996635437","0.13019677996635437","273725","273725","273725","0.05341780185699463","0.05341780185699463","0.05341780185699463","273723","273723","273723","0.05566771328449249","0.05566771328449249","0.05566771328449249","273723","273723","273723","0.059053290635347366","0.059053290635347366","0.059053290635347366","273723","273723","273723","0.06399001181125641","0.06399001181125641","0.06399001181125641","273747","273747","273747","0.06490661203861237","0.06490661203861237","0.06490661203861237","273783","273783","273783","0.05842813476920128","0.05842813476920128","0.05842813476920128","273856","273856","273856","0.07512605935335159","0.07512605935335159","0.07512605935335159"
"140399","281738","281738","281738","0.19394369423389435","0.19394369423389435","0.19394369423389435","280926","280926","280926","0.05993548780679703","0.05993548780679703","0.05993548780679703","290198","290198","290198","0.5537720918655396","0.5537720918655396","0.5537720918655396","280928","280928","280928","0.07593556493520737","0.07593556493520737","0.07593556493520737","280926","280926","280926","0.048028700053691864","0.048028700053691864","0.048028700053691864","281738","281738","281738","0.13080482184886932","0.13080482184886932","0.13080482184886932","280928","280928","280928","0.05866609141230583","0.05866609141230583","0.05866609141230583","280926","280926","280926","0.059204816818237305","0.059204816818237305","0.059204816818237305","280926","280926","280926","0.058964960277080536","0.058964960277080536","0.058964960277080536","280926","280926","280926","0.048214834183454514","0.048214834183454514","0.048214834183454514","280951","280951","280951","0.06415322422981262","0.06415322422981262","0.06415322422981262","280988","280988","280988","0.0591307207942009","0.0591307207942009","0.0591307207942009","281063","281063","281063","0.09109576791524887","0.09109576791524887","0.09109576791524887"
"143999","288963","288963","288963","0.19637174904346466","0.19637174904346466","0.19637174904346466","288129","288129","288129","0.06757096201181412","0.06757096201181412","0.06757096201181412","297639","297639","297639","0.5576560497283936","0.5576560497283936","0.5576560497283936","288132","288132","288132","0.06614657491445541","0.06614657491445541","0.06614657491445541","288129","288129","288129","0.049905817955732346","0.049905817955732346","0.049905817955732346","288963","288963","288963","0.131638765335083","0.131638765335083","0.131638765335083","288132","288132","288132","0.061975326389074326","0.061975326389074326","0.061975326389074326","288129","288129","288129","0.059205248951911926","0.059205248951911926","0.059205248951911926","288129","288129","288129","0.054066117852926254","0.054066117852926254","0.054066117852926254","288129","288129","288129","0.047986771911382675","0.047986771911382675","0.047986771911382675","288155","288155","288155","0.06257383525371552","0.06257383525371552","0.06257383525371552","288193","288193","288193","0.058657094836235046","0.058657094836235046","0.058657094836235046","288270","288270","288270","0.0825425386428833","0.0825425386428833","0.0825425386428833"
"147599","296187","296187","296187","0.19491314888000488","0.19491314888000488","0.19491314888000488","295333","295333","295333","0.05658748000860214","0.05658748000860214","0.05658748000860214","305080","305080","305080","0.5538811683654785","0.5538811683654785","0.5538811683654785","295335","295335","295335","0.07640820741653442","0.07640820741653442","0.07640820741653442","295333","295333","295333","0.04648473486304283","0.04648473486304283","0.04648473486304283","296187","296187","296187","0.1327904760837555","0.1327904760837555","0.1327904760837555","295335","295335","295335","0.05315259471535683","0.05315259471535683","0.05315259471535683","295333","295333","295333","0.050842124968767166","0.050842124968767166","0.050842124968767166","295333","295333","295333","0.0549459345638752","0.0549459345638752","0.0549459345638752","295333","295333","295333","0.045395031571388245","0.045395031571388245","0.045395031571388245","295359","295359","295359","0.05706935375928879","0.05706935375928879","0.05706935375928879","295398","295398","295398","0.06006792187690735","0.06006792187690735","0.06006792187690735","295477","295477","295477","0.08451071381568909","0.08451071381568909","0.08451071381568909"
"151199","303411","303411","303411","0.19672690331935883","0.19672690331935883","0.19672690331935883","302536","302536","302536","0.06750673800706863","0.06750673800706863","0.06750673800706863","","","","","","","302538","302538","302538","0.070735864341259","0.070735864341259","0.070735864341259","302536","302536","302536","0.04793459177017212","0.04793459177017212","0.04793459177017212","303411","303411","303411","0.13146379590034485","0.13146379590034485","0.13146379590034485","302538","302538","302538","0.05760419741272926","0.05760419741272926","0.05760419741272926","302536","302536","302536","0.04760688915848732","0.04760688915848732","0.04760688915848732","302536","302536","302536","0.05967581644654274","0.05967581644654274","0.05967581644654274","302536","302536","302536","0.04742300137877464","0.04742300137877464","0.04742300137877464","302562","302562","302562","0.06212146207690239","0.06212146207690239","0.06212146207690239","302603","302603","302603","0.06504634767770767","0.06504634767770767","0.06504634767770767","302683","302683","302683","0.0743715912103653","0.0743715912103653","0.0743715912103653"
"154799","310635","310635","310635","0.19424983859062195","0.19424983859062195","0.19424983859062195","309739","309739","309739","0.059776850044727325","0.059776850044727325","0.059776850044727325","","","","","","","309742","309742","309742","0.06639308482408524","0.06639308482408524","0.06639308482408524","309739","309739","309739","0.05014999583363533","0.05014999583363533","0.05014999583363533","310635","310635","310635","0.13327176868915558","0.13327176868915558","0.13327176868915558","309742","309742","309742","0.06130595505237579","0.06130595505237579","0.06130595505237579","309739","309739","309739","0.054229527711868286","0.054229527711868286","0.054229527711868286","309739","309739","309739","0.04713932424783707","0.04713932424783707","0.04713932424783707","309739","309739","309739","0.04856462776660919","0.04856462776660919","0.04856462776660919","309766","309766","309766","0.059058573096990585","0.059058573096990585","0.059058573096990585","309808","309808","309808","0.06934750080108643","0.06934750080108643","0.06934750080108643","309890","309890","309890","0.07328854501247406","0.07328854501247406","0.07328854501247406"
"158399","317859","317859","317859","0.19846363365650177","0.19846363365650177","0.19846363365650177","316942","316942","316942","0.06367503106594086","0.06367503106594086","0.06367503106594086","","","","","","","316945","316945","316945","0.06617280840873718","0.06617280840873718","0.06617280840873718","316942","316942","316942","0.05051562562584877","0.05051562562584877","0.05051562562584877","317859","317859","317859","0.1348380744457245","0.1348380744457245","0.1348380744457245","316945","316945","316945","0.053666796535253525","0.053666796535253525","0.053666796535253525","316942","316942","316942","0.04558926820755005","0.04558926820755005","0.04558926820755005","316942","316942","316942","0.05266866832971573","0.05266866832971573","0.05266866832971573","316942","316942","316942","0.045438531786203384","0.045438531786203384","0.045438531786203384","316970","316970","316970","0.05734151974320412","0.05734151974320412","0.05734151974320412","317013","317013","317013","0.06405777484178543","0.06405777484178543","0.06405777484178543","317097","317097","317097","0.07393358647823334","0.07393358647823334","0.07393358647823334"
"161999","325083","325083","325083","0.1968262642621994","0.1968262642621994","0.1968262642621994","324146","324146","324146","0.05781327188014984","0.05781327188014984","0.05781327188014984","","","","","","","324148","324148","324148","0.0647972822189331","0.0647972822189331","0.0647972822189331","324146","324146","324146","0.07989130914211273","0.07989130914211273","0.07989130914211273","325083","325083","325083","0.13266772031784058","0.13266772031784058","0.13266772031784058","324148","324148","324148","0.056826312094926834","0.056826312094926834","0.056826312094926834","324146","324146","324146","0.05380447208881378","0.05380447208881378","0.05380447208881378","324146","324146","324146","0.06888459622859955","0.06888459622859955","0.06888459622859955","324146","324146","324146","0.06225511431694031","0.06225511431694031","0.06225511431694031","324174","324174","324174","0.05976521596312523","0.05976521596312523","0.05976521596312523","324217","324217","324217","0.062420543283224106","0.062420543283224106","0.062420543283224106","324304","324304","324304","0.06807990372180939","0.06807990372180939","0.06807990372180939"
"165599","332307","332307","332307","0.19724588096141815","0.19724588096141815","0.19724588096141815","331349","331349","331349","0.050046227872371674","0.050046227872371674","0.050046227872371674","","","","","","","331352","331352","331352","0.06635414808988571","0.06635414808988571","0.06635414808988571","331349","331349","331349","0.05286840721964836","0.05286840721964836","0.05286840721964836","332307","332307","332307","0.1347903162240982","0.1347903162240982","0.1347903162240982","331352","331352","331352","0.05155535414814949","0.05155535414814949","0.05155535414814949","331349","331349","331349","0.05288843810558319","0.05288843810558319","0.05288843810558319","331349","331349","331349","0.04512253776192665","0.04512253776192665","0.04512253776192665","331349","331349","331349","0.045767124742269516","0.045767124742269516","0.045767124742269516","331378","331378","331378","0.0592397078871727","0.0592397078871727","0.0592397078871727","331422","331422","331422","0.06789969652891159","0.06789969652891159","0.06789969652891159","331510","331510","331510","0.06897003948688507","0.06897003948688507","0.06897003948688507"
"169199","339531","339531","339531","0.19959047436714172","0.19959047436714172","0.19959047436714172","338552","338552","338552","0.0629693865776062","0.0629693865776062","0.0629693865776062","","","","","","","338555","338555","338555","0.06477981805801392","0.06477981805801392","0.06477981805801392","338552","338552","338552","0.04640796408057213","0.04640796408057213","0.04640796408057213","339531","339531","339531","0.1327846795320511","0.1327846795320511","0.1327846795320511","338555","338555","338555","0.05508759245276451","0.05508759245276451","0.05508759245276451","338552","338552","338552","0.050976112484931946","0.050976112484931946","0.050976112484931946","338552","338552","338552","0.05511876568198204","0.05511876568198204","0.05511876568198204","338552","338552","338552","0.04706760123372078","0.04706760123372078","0.04706760123372078","338582","338582","338582","0.05575249344110489","0.05575249344110489","0.05575249344110489","338627","338627","338627","0.05828801542520523","0.05828801542520523","0.05828801542520523","338717","338717","338717","0.06883173435926437","0.06883173435926437","0.06883173435926437"
