"trainer/global_step","1e4 EF - _step","1e4 EF - _step__MIN","1e4 EF - _step__MAX","1e4 EF - val-Loss F","1e4 EF - val-Loss F__MIN","1e4 EF - val-Loss F__MAX","1e6 EF - _step","1e6 EF - _step__MIN","1e6 EF - _step__MAX","1e6 EF - val-Loss F","1e6 EF - val-Loss F__MIN","1e6 EF - val-Loss F__MAX","1e3 - _step","1e3 - _step__MIN","1e3 - _step__MAX","1e3 - val-Loss F","1e3 - val-Loss F__MIN","1e3 - val-Loss F__MAX","1e5 EF - _step","1e5 EF - _step__MIN","1e5 EF - _step__MAX","1e5 EF - val-Loss F","1e5 EF - val-Loss F__MIN","1e5 EF - val-Loss F__MAX","1e6 - _step","1e6 - _step__MIN","1e6 - _step__MAX","1e6 - val-Loss F","1e6 - val-Loss F__MIN","1e6 - val-Loss F__MAX","1e4 - _step","1e4 - _step__MIN","1e4 - _step__MAX","1e4 - val-Loss F","1e4 - val-Loss F__MIN","1e4 - val-Loss F__MAX","1e5 - _step","1e5 - _step__MIN","1e5 - _step__MAX","1e5 - val-Loss F","1e5 - val-Loss F__MIN","1e5 - val-Loss F__MAX","4e5 - _step","4e5 - _step__MIN","4e5 - _step__MAX","4e5 - val-Loss F","4e5 - val-Loss F__MIN","4e5 - val-Loss F__MAX","8e5 - _step","8e5 - _step__MIN","8e5 - _step__MAX","8e5 - val-Loss F","8e5 - val-Loss F__MIN","8e5 - val-Loss F__MAX","1.7e6 - _step","1.7e6 - _step__MIN","1.7e6 - _step__MAX","1.7e6 - val-Loss F","1.7e6 - val-Loss F__MIN","1.7e6 - val-Loss F__MAX","8e4 - _step","8e4 - _step__MIN","8e4 - _step__MAX","8e4 - val-Loss F","8e4 - val-Loss F__MIN","8e4 - val-Loss F__MAX","6e4 - _step","6e4 - _step__MIN","6e4 - _step__MAX","6e4 - val-Loss F","6e4 - val-Loss F__MIN","6e4 - val-Loss F__MAX","4e4 - _step","4e4 - _step__MIN","4e4 - _step__MAX","4e4 - val-Loss F","4e4 - val-Loss F__MIN","4e4 - val-Loss F__MAX"
"194399","390100","390100","390100","0.054915934801101685","0.054915934801101685","0.054915934801101685","388975","388975","388975","0.014596987515687943","0.014596987515687943","0.014596987515687943","","","","","","","388978","388978","388978","0.021157575771212578","0.021157575771212578","0.021157575771212578","388975","388975","388975","0.01218484342098236","0.01218484342098236","0.01218484342098236","390100","390100","390100","0.04297937452793121","0.04297937452793121","0.04297937452793121","388978","388978","388978","0.01605859026312828","0.01605859026312828","0.01605859026312828","388975","388975","388975","0.012965387664735317","0.012965387664735317","0.012965387664735317","388975","388975","388975","0.012576513923704624","0.012576513923704624","0.012576513923704624","388975","388975","388975","0.01232424471527338","0.01232424471527338","0.01232424471527338","389009","389009","389009","0.017415232956409454","0.017415232956409454","0.017415232956409454","389061","389061","389061","0.019368581473827362","0.019368581473827362","0.019368581473827362","389165","389165","389165","0.02317511849105358","0.02317511849105358","0.02317511849105358"
"197999","397324","397324","397324","0.05504055693745613","0.05504055693745613","0.05504055693745613","396178","396178","396178","0.014303087256848812","0.014303087256848812","0.014303087256848812","","","","","","","396181","396181","396181","0.02085505798459053","0.02085505798459053","0.02085505798459053","396178","396178","396178","0.011850736103951931","0.011850736103951931","0.011850736103951931","397324","397324","397324","0.0431874543428421","0.0431874543428421","0.0431874543428421","396181","396181","396181","0.01591036096215248","0.01591036096215248","0.01591036096215248","396178","396178","396178","0.012889687903225422","0.012889687903225422","0.012889687903225422","396178","396178","396178","0.01249563880264759","0.01249563880264759","0.01249563880264759","396178","396178","396178","0.011965914629399776","0.011965914629399776","0.011965914629399776","396213","396213","396213","0.017457200214266777","0.017457200214266777","0.017457200214266777","396266","396266","396266","0.019464006647467613","0.019464006647467613","0.019464006647467613","396371","396371","396371","0.022952085360884666","0.022952085360884666","0.022952085360884666"
"201599","404548","404548","404548","0.05475340038537979","0.05475340038537979","0.05475340038537979","403381","403381","403381","0.014644485898315907","0.014644485898315907","0.014644485898315907","","","","","","","403385","403385","403385","0.021303022280335426","0.021303022280335426","0.021303022280335426","403381","403381","403381","0.012595459818840027","0.012595459818840027","0.012595459818840027","404548","404548","404548","0.0429442934691906","0.0429442934691906","0.0429442934691906","403385","403385","403385","0.015980642288923264","0.015980642288923264","0.015980642288923264","403381","403381","403381","0.012736702337861061","0.012736702337861061","0.012736702337861061","403381","403381","403381","0.012322469614446163","0.012322469614446163","0.012322469614446163","403381","403381","403381","0.011922599747776985","0.011922599747776985","0.011922599747776985","403417","403417","403417","0.01791933737695217","0.01791933737695217","0.01791933737695217","403471","403471","403471","0.019265973940491676","0.019265973940491676","0.019265973940491676","403578","403578","403578","0.02316092886030674","0.02316092886030674","0.02316092886030674"
"205199","411772","411772","411772","0.05487209931015968","0.05487209931015968","0.05487209931015968","410585","410585","410585","0.014676296152174473","0.014676296152174473","0.014676296152174473","","","","","","","410588","410588","410588","0.02076791040599346","0.02076791040599346","0.02076791040599346","410585","410585","410585","0.012142110615968704","0.012142110615968704","0.012142110615968704","411772","411772","411772","0.043143805116415024","0.043143805116415024","0.043143805116415024","410588","410588","410588","0.015825843438506126","0.015825843438506126","0.015825843438506126","410585","410585","410585","0.012702140025794506","0.012702140025794506","0.012702140025794506","410585","410585","410585","0.012638287618756294","0.012638287618756294","0.012638287618756294","410585","410585","410585","0.011798054911196232","0.011798054911196232","0.011798054911196232","410621","410621","410621","0.01736808940768242","0.01736808940768242","0.01736808940768242","410675","410675","410675","0.01964830979704857","0.01964830979704857","0.01964830979704857","410785","410785","410785","0.022894345223903656","0.022894345223903656","0.022894345223903656"
"208799","418996","418996","418996","0.05483360216021538","0.05483360216021538","0.05483360216021538","417788","417788","417788","0.014422711916267872","0.014422711916267872","0.014422711916267872","","","","","","","417791","417791","417791","0.020847784355282784","0.020847784355282784","0.020847784355282784","417788","417788","417788","0.012107609771192074","0.012107609771192074","0.012107609771192074","418996","418996","418996","0.043219104409217834","0.043219104409217834","0.043219104409217834","417791","417791","417791","0.01578085869550705","0.01578085869550705","0.01578085869550705","417788","417788","417788","0.013053969480097294","0.013053969480097294","0.013053969480097294","417788","417788","417788","0.011982458643615246","0.011982458643615246","0.011982458643615246","417788","417788","417788","0.01168114598840475","0.01168114598840475","0.01168114598840475","417825","417825","417825","0.017559215426445007","0.017559215426445007","0.017559215426445007","417880","417880","417880","0.01915319450199604","0.01915319450199604","0.01915319450199604","417992","417992","417992","0.022999577224254608","0.022999577224254608","0.022999577224254608"
"212399","426220","426220","426220","0.055117376148700714","0.055117376148700714","0.055117376148700714","424991","424991","424991","0.014393622055649757","0.014393622055649757","0.014393622055649757","","","","","","","424994","424994","424994","0.021280812099575996","0.021280812099575996","0.021280812099575996","424991","424991","424991","0.011742021888494492","0.011742021888494492","0.011742021888494492","426220","426220","426220","0.04297308996319771","0.04297308996319771","0.04297308996319771","424994","424994","424994","0.015870243310928345","0.015870243310928345","0.015870243310928345","424991","424991","424991","0.012710888870060444","0.012710888870060444","0.012710888870060444","424991","424991","424991","0.012311640195548534","0.012311640195548534","0.012311640195548534","424991","424991","424991","0.01233156118541956","0.01233156118541956","0.01233156118541956","425028","425028","425028","0.01762578822672367","0.01762578822672367","0.01762578822672367","425085","425085","425085","0.01924041286110878","0.01924041286110878","0.01924041286110878","425198","425198","425198","0.02304607629776001","0.02304607629776001","0.02304607629776001"
"215999","433444","433444","433444","0.054972093552351","0.054972093552351","0.054972093552351","432194","432194","432194","0.014023611322045326","0.014023611322045326","0.014023611322045326","","","","","","","432198","432198","432198","0.021446887403726578","0.021446887403726578","0.021446887403726578","432194","432194","432194","0.012149753980338573","0.012149753980338573","0.012149753980338573","","","","","","","432198","432198","432198","0.015987517312169075","0.015987517312169075","0.015987517312169075","432194","432194","432194","0.01237400434911251","0.01237400434911251","0.01237400434911251","432194","432194","432194","0.012114588171243668","0.012114588171243668","0.012114588171243668","432194","432194","432194","0.012082397937774658","0.012082397937774658","0.012082397937774658","432232","432232","432232","0.017384208738803864","0.017384208738803864","0.017384208738803864","432290","432290","432290","0.019289840012788773","0.019289840012788773","0.019289840012788773","432405","432405","432405","0.02302609384059906","0.02302609384059906","0.02302609384059906"
"219599","440668","440668","440668","0.05509226396679878","0.05509226396679878","0.05509226396679878","439398","439398","439398","0.014168225228786469","0.014168225228786469","0.014168225228786469","","","","","","","439401","439401","439401","0.02094801515340805","0.02094801515340805","0.02094801515340805","439398","439398","439398","0.012189692817628384","0.012189692817628384","0.012189692817628384","","","","","","","439401","439401","439401","0.01581275463104248","0.01581275463104248","0.01581275463104248","439398","439398","439398","0.012377162463963032","0.012377162463963032","0.012377162463963032","439398","439398","439398","0.012193013913929462","0.012193013913929462","0.012193013913929462","439398","439398","439398","0.012041022069752216","0.012041022069752216","0.012041022069752216","439436","439436","439436","0.0172725897282362","0.0172725897282362","0.0172725897282362","439495","439495","439495","0.019403846934437752","0.019403846934437752","0.019403846934437752","439612","439612","439612","0.02313689887523651","0.02313689887523651","0.02313689887523651"
"223199","447892","447892","447892","0.055021848529577255","0.055021848529577255","0.055021848529577255","446601","446601","446601","0.013930079527199268","0.013930079527199268","0.013930079527199268","","","","","","","446604","446604","446604","0.020879702642560005","0.020879702642560005","0.020879702642560005","446601","446601","446601","0.012005877681076527","0.012005877681076527","0.012005877681076527","","","","","","","446604","446604","446604","0.01602962613105774","0.01602962613105774","0.01602962613105774","446601","446601","446601","0.012310204096138477","0.012310204096138477","0.012310204096138477","446601","446601","446601","0.011873030103743076","0.011873030103743076","0.011873030103743076","446601","446601","446601","0.012052788399159908","0.012052788399159908","0.012052788399159908","446640","446640","446640","0.0171995609998703","0.0171995609998703","0.0171995609998703","446700","446700","446700","0.01919739879667759","0.01919739879667759","0.01919739879667759","446819","446819","446819","0.0231693834066391","0.0231693834066391","0.0231693834066391"
"226799","455116","455116","455116","0.055021341890096664","0.055021341890096664","0.055021341890096664","453804","453804","453804","0.01413782313466072","0.01413782313466072","0.01413782313466072","","","","","","","453808","453808","453808","0.020763441920280457","0.020763441920280457","0.020763441920280457","453804","453804","453804","0.012815572321414948","0.012815572321414948","0.012815572321414948","","","","","","","453808","453808","453808","0.015701159834861755","0.015701159834861755","0.015701159834861755","453804","453804","453804","0.012663930654525757","0.012663930654525757","0.012663930654525757","453804","453804","453804","0.011897169053554535","0.011897169053554535","0.011897169053554535","453804","453804","453804","0.011705496348440647","0.011705496348440647","0.011705496348440647","453844","453844","453844","0.017724240198731422","0.017724240198731422","0.017724240198731422","453905","453905","453905","0.019139211624860764","0.019139211624860764","0.019139211624860764","454025","454025","454025","0.02373621053993702","0.02373621053993702","0.02373621053993702"
"230399","462340","462340","462340","0.05492354929447174","0.05492354929447174","0.05492354929447174","461007","461007","461007","0.014097361825406551","0.014097361825406551","0.014097361825406551","","","","","","","461011","461011","461011","0.020792096853256226","0.020792096853256226","0.020792096853256226","461007","461007","461007","0.012003263458609581","0.012003263458609581","0.012003263458609581","","","","","","","461011","461011","461011","0.01600279100239277","0.01600279100239277","0.01600279100239277","461007","461007","461007","0.012787776999175549","0.012787776999175549","0.012787776999175549","461007","461007","461007","0.011476835235953331","0.011476835235953331","0.011476835235953331","461007","461007","461007","0.011825637891888618","0.011825637891888618","0.011825637891888618","461048","461048","461048","0.01736437901854515","0.01736437901854515","0.01736437901854515","461109","461109","461109","0.019207188859581947","0.019207188859581947","0.019207188859581947","461232","461232","461232","0.0231532771140337","0.0231532771140337","0.0231532771140337"
"233999","469564","469564","469564","0.05481453239917755","0.05481453239917755","0.05481453239917755","468211","468211","468211","0.014282483607530594","0.014282483607530594","0.014282483607530594","","","","","","","468214","468214","468214","0.02078823931515217","0.02078823931515217","0.02078823931515217","468211","468211","468211","0.011850649490952492","0.011850649490952492","0.011850649490952492","","","","","","","468214","468214","468214","0.015855083242058754","0.015855083242058754","0.015855083242058754","468211","468211","468211","0.012390995398163795","0.012390995398163795","0.012390995398163795","468211","468211","468211","0.01204946730285883","0.01204946730285883","0.01204946730285883","468211","468211","468211","0.011750422418117523","0.011750422418117523","0.011750422418117523","468252","468252","468252","0.017382292076945305","0.017382292076945305","0.017382292076945305","468314","468314","468314","0.01919870264828205","0.01919870264828205","0.01919870264828205","468439","468439","468439","0.02304946258664131","0.02304946258664131","0.02304946258664131"
"237599","476789","476789","476789","0.054981861263513565","0.054981861263513565","0.054981861263513565","475414","475414","475414","0.014090403914451599","0.014090403914451599","0.014090403914451599","","","","","","","475418","475418","475418","0.02096235752105713","0.02096235752105713","0.02096235752105713","475414","475414","475414","0.01157280895859003","0.01157280895859003","0.01157280895859003","","","","","","","475418","475418","475418","0.015741698443889618","0.015741698443889618","0.015741698443889618","475414","475414","475414","0.012515701353549957","0.012515701353549957","0.012515701353549957","475414","475414","475414","0.011908844113349915","0.011908844113349915","0.011908844113349915","475414","475414","475414","0.011674306355416775","0.011674306355416775","0.011674306355416775","475456","475456","475456","0.01714395545423031","0.01714395545423031","0.01714395545423031","475519","475519","475519","0.0192773025482893","0.0192773025482893","0.0192773025482893","475646","475646","475646","0.02305768057703972","0.02305768057703972","0.02305768057703972"
"241199","","","","","","","482617","482617","482617","0.014031348749995232","0.014031348749995232","0.014031348749995232","","","","","","","482621","482621","482621","0.020849471911787987","0.020849471911787987","0.020849471911787987","482617","482617","482617","0.01186955813318491","0.01186955813318491","0.01186955813318491","","","","","","","482621","482621","482621","0.016130292788147926","0.016130292788147926","0.016130292788147926","482617","482617","482617","0.01246582716703415","0.01246582716703415","0.01246582716703415","482617","482617","482617","0.011842261999845505","0.011842261999845505","0.011842261999845505","482617","482617","482617","0.01225220412015915","0.01225220412015915","0.01225220412015915","482659","482659","482659","0.01711520552635193","0.01711520552635193","0.01711520552635193","482724","482724","482724","0.019009286537766457","0.019009286537766457","0.019009286537766457","482852","482852","482852","0.022913584485650063","0.022913584485650063","0.022913584485650063"
"244799","","","","","","","489820","489820","489820","0.013599343597888947","0.013599343597888947","0.013599343597888947","","","","","","","489824","489824","489824","0.020709915086627007","0.020709915086627007","0.020709915086627007","489820","489820","489820","0.011725639924407005","0.011725639924407005","0.011725639924407005","","","","","","","489824","489824","489824","0.01569099724292755","0.01569099724292755","0.01569099724292755","489820","489820","489820","0.012524581514298916","0.012524581514298916","0.012524581514298916","489820","489820","489820","0.011641453020274639","0.011641453020274639","0.011641453020274639","489820","489820","489820","0.011711915954947472","0.011711915954947472","0.011711915954947472","489863","489863","489863","0.017972266301512718","0.017972266301512718","0.017972266301512718","489929","489929","489929","0.019276857376098633","0.019276857376098633","0.019276857376098633","490059","490059","490059","0.02297118492424488","0.02297118492424488","0.02297118492424488"
"248399","","","","","","","497024","497024","497024","0.013891715556383133","0.013891715556383133","0.013891715556383133","","","","","","","497028","497028","497028","0.02091854438185692","0.02091854438185692","0.02091854438185692","497024","497024","497024","0.01202141959220171","0.01202141959220171","0.01202141959220171","","","","","","","497028","497028","497028","0.015986163169145584","0.015986163169145584","0.015986163169145584","497024","497024","497024","0.012780651450157166","0.012780651450157166","0.012780651450157166","497024","497024","497024","0.011813638731837273","0.011813638731837273","0.011813638731837273","497024","497024","497024","0.011567410081624985","0.011567410081624985","0.011567410081624985","497067","497067","497067","0.01718374714255333","0.01718374714255333","0.01718374714255333","497134","497134","497134","0.01916835829615593","0.01916835829615593","0.01916835829615593","497266","497266","497266","0.02295634150505066","0.02295634150505066","0.02295634150505066"
"251999","","","","","","","504227","504227","504227","0.01421710941940546","0.01421710941940546","0.01421710941940546","","","","","","","504231","504231","504231","0.0209723599255085","0.0209723599255085","0.0209723599255085","504227","504227","504227","0.011634630151093006","0.011634630151093006","0.011634630151093006","","","","","","","504231","504231","504231","0.015786902979016304","0.015786902979016304","0.015786902979016304","504227","504227","504227","0.012632371857762337","0.012632371857762337","0.012632371857762337","504227","504227","504227","0.01219705119729042","0.01219705119729042","0.01219705119729042","504227","504227","504227","0.011459284462034702","0.011459284462034702","0.011459284462034702","504271","504271","504271","0.01701141521334648","0.01701141521334648","0.01701141521334648","504338","504338","504338","0.01933547668159008","0.01933547668159008","0.01933547668159008","504473","504473","504473","0.022762354463338852","0.022762354463338852","0.022762354463338852"
"255599","","","","","","","511430","511430","511430","0.014294261112809181","0.014294261112809181","0.014294261112809181","","","","","","","511434","511434","511434","0.020767970010638237","0.020767970010638237","0.020767970010638237","511430","511430","511430","0.011562788859009743","0.011562788859009743","0.011562788859009743","","","","","","","511434","511434","511434","0.01569526456296444","0.01569526456296444","0.01569526456296444","511430","511430","511430","0.012440815567970276","0.012440815567970276","0.012440815567970276","511430","511430","511430","0.011709142476320267","0.011709142476320267","0.011709142476320267","511430","511430","511430","0.011160159483551979","0.011160159483551979","0.011160159483551979","511475","511475","511475","0.01727718487381935","0.01727718487381935","0.01727718487381935","511543","511543","511543","0.019254170358181","0.019254170358181","0.019254170358181","511679","511679","511679","0.02292187698185444","0.02292187698185444","0.02292187698185444"
"259199","","","","","","","518633","518633","518633","0.013895218260586262","0.013895218260586262","0.013895218260586262","","","","","","","518637","518637","518637","0.020698539912700653","0.020698539912700653","0.020698539912700653","518633","518633","518633","0.011530797928571701","0.011530797928571701","0.011530797928571701","","","","","","","518637","518637","518637","0.015728136524558067","0.015728136524558067","0.015728136524558067","518633","518633","518633","0.012504410929977894","0.012504410929977894","0.012504410929977894","518633","518633","518633","0.01155762281268835","0.01155762281268835","0.01155762281268835","518633","518633","518633","0.011922674253582954","0.011922674253582954","0.011922674253582954","518679","518679","518679","0.0170119758695364","0.0170119758695364","0.0170119758695364","518748","518748","518748","0.01929856464266777","0.01929856464266777","0.01929856464266777","518886","518886","518886","0.022836333140730858","0.022836333140730858","0.022836333140730858"
"262799","","","","","","","525837","525837","525837","0.013878252357244492","0.013878252357244492","0.013878252357244492","","","","","","","525841","525841","525841","0.020794348791241646","0.020794348791241646","0.020794348791241646","525837","525837","525837","0.01157346460968256","0.01157346460968256","0.01157346460968256","","","","","","","525841","525841","525841","0.015695713460445404","0.015695713460445404","0.015695713460445404","525837","525837","525837","0.012072608806192875","0.012072608806192875","0.012072608806192875","525837","525837","525837","0.011516133323311806","0.011516133323311806","0.011516133323311806","525837","525837","525837","0.011455546133220196","0.011455546133220196","0.011455546133220196","525883","525883","525883","0.017223933711647987","0.017223933711647987","0.017223933711647987","525953","525953","525953","0.019249090924859047","0.019249090924859047","0.019249090924859047","526093","526093","526093","0.02317682094871998","0.02317682094871998","0.02317682094871998"
"266399","","","","","","","533040","533040","533040","0.013678384013473988","0.013678384013473988","0.013678384013473988","","","","","","","533044","533044","533044","0.02078116685152054","0.02078116685152054","0.02078116685152054","533040","533040","533040","0.01142886932939291","0.01142886932939291","0.01142886932939291","","","","","","","533044","533044","533044","0.016111250966787338","0.016111250966787338","0.016111250966787338","533040","533040","533040","0.011996554210782051","0.011996554210782051","0.011996554210782051","533040","533040","533040","0.01202071737498045","0.01202071737498045","0.01202071737498045","533040","533040","533040","0.011143870651721954","0.011143870651721954","0.011143870651721954","533087","533087","533087","0.017163317650556564","0.017163317650556564","0.017163317650556564","533158","533158","533158","0.019174836575984955","0.019174836575984955","0.019174836575984955","533300","533300","533300","0.02316671423614025","0.02316671423614025","0.02316671423614025"
"269999","","","","","","","540243","540243","540243","0.013785312883555889","0.013785312883555889","0.013785312883555889","","","","","","","540247","540247","540247","0.02077011950314045","0.02077011950314045","0.02077011950314045","540243","540243","540243","0.011907324194908142","0.011907324194908142","0.011907324194908142","","","","","","","540247","540247","540247","0.015645332634449005","0.015645332634449005","0.015645332634449005","540243","540243","540243","0.011997909285128117","0.011997909285128117","0.011997909285128117","540243","540243","540243","0.011428211815655231","0.011428211815655231","0.011428211815655231","540243","540243","540243","0.012019901536405087","0.012019901536405087","0.012019901536405087","540290","540290","540290","0.01697324588894844","0.01697324588894844","0.01697324588894844","540363","540363","540363","0.019092082977294922","0.019092082977294922","0.019092082977294922","540506","540506","540506","0.022764628753066063","0.022764628753066063","0.022764628753066063"
"273599","","","","","","","547446","547446","547446","0.014551243744790554","0.014551243744790554","0.014551243744790554","","","","","","","547451","547451","547451","0.020958993583917618","0.020958993583917618","0.020958993583917618","547446","547446","547446","0.011297228746116161","0.011297228746116161","0.011297228746116161","","","","","","","547451","547451","547451","0.015798330307006836","0.015798330307006836","0.015798330307006836","547446","547446","547446","0.012081168591976166","0.012081168591976166","0.012081168591976166","547446","547446","547446","0.011791214346885681","0.011791214346885681","0.011791214346885681","547446","547446","547446","0.011790307238698006","0.011790307238698006","0.011790307238698006","547494","547494","547494","0.017308318987488747","0.017308318987488747","0.017308318987488747","547567","547567","547567","0.01907443441450596","0.01907443441450596","0.01907443441450596","547713","547713","547713","0.02297602966427803","0.02297602966427803","0.02297602966427803"
"277199","","","","","","","554650","554650","554650","0.013644390739500523","0.013644390739500523","0.013644390739500523","","","","","","","554654","554654","554654","0.02060757391154766","0.02060757391154766","0.02060757391154766","554650","554650","554650","0.011847148649394512","0.011847148649394512","0.011847148649394512","","","","","","","554654","554654","554654","0.015871694311499596","0.015871694311499596","0.015871694311499596","554650","554650","554650","0.012236671522259712","0.012236671522259712","0.012236671522259712","554650","554650","554650","0.01133796013891697","0.01133796013891697","0.01133796013891697","554650","554650","554650","0.011506706476211548","0.011506706476211548","0.011506706476211548","554698","554698","554698","0.01722836121916771","0.01722836121916771","0.01722836121916771","554772","554772","554772","0.019143367186188698","0.019143367186188698","0.019143367186188698","554920","554920","554920","0.02279946766793728","0.02279946766793728","0.02279946766793728"
"280799","","","","","","","561853","561853","561853","0.014115680940449238","0.014115680940449238","0.014115680940449238","","","","","","","561857","561857","561857","0.02052954025566578","0.02052954025566578","0.02052954025566578","561853","561853","561853","0.011302397586405277","0.011302397586405277","0.011302397586405277","","","","","","","561857","561857","561857","0.0154650267213583","0.0154650267213583","0.0154650267213583","561853","561853","561853","0.012081054039299488","0.012081054039299488","0.012081054039299488","561853","561853","561853","0.011741694994270802","0.011741694994270802","0.011741694994270802","561853","561853","561853","0.011171122081577778","0.011171122081577778","0.011171122081577778","561902","561902","561902","0.017412502318620682","0.017412502318620682","0.017412502318620682","561977","561977","561977","0.019082216545939445","0.019082216545939445","0.019082216545939445","562127","562127","562127","0.02275952138006687","0.02275952138006687","0.02275952138006687"
"284399","","","","","","","569056","569056","569056","0.014127200469374657","0.014127200469374657","0.014127200469374657","","","","","","","569061","569061","569061","0.02071950025856495","0.02071950025856495","0.02071950025856495","569056","569056","569056","0.011561986990272999","0.011561986990272999","0.011561986990272999","","","","","","","569061","569061","569061","0.01557151973247528","0.01557151973247528","0.01557151973247528","569056","569056","569056","0.012003209441900253","0.012003209441900253","0.012003209441900253","569056","569056","569056","0.011495877988636494","0.011495877988636494","0.011495877988636494","569056","569056","569056","0.011451071128249168","0.011451071128249168","0.011451071128249168","569106","569106","569106","0.017088083550333977","0.017088083550333977","0.017088083550333977","569182","569182","569182","0.019094640389084816","0.019094640389084816","0.019094640389084816","569334","569334","569334","0.02297494187951088","0.02297494187951088","0.02297494187951088"
"287999","","","","","","","576259","576259","576259","0.01323539949953556","0.01323539949953556","0.01323539949953556","","","","","","","576264","576264","576264","0.02070394903421402","0.02070394903421402","0.02070394903421402","576259","576259","576259","0.011339100077748299","0.011339100077748299","0.011339100077748299","","","","","","","576264","576264","576264","0.015594667755067348","0.015594667755067348","0.015594667755067348","576259","576259","576259","0.01219807006418705","0.01219807006418705","0.01219807006418705","576259","576259","576259","0.011709572747349739","0.011709572747349739","0.011709572747349739","576259","576259","576259","0.011223272420465946","0.011223272420465946","0.011223272420465946","576310","576310","576310","0.017461808398365974","0.017461808398365974","0.017461808398365974","576387","576387","576387","0.01922699809074402","0.01922699809074402","0.01922699809074402","576540","576540","576540","0.023446882143616676","0.023446882143616676","0.023446882143616676"
"291599","","","","","","","583463","583463","583463","0.013451693579554558","0.013451693579554558","0.013451693579554558","","","","","","","583467","583467","583467","0.02064739167690277","0.02064739167690277","0.02064739167690277","583463","583463","583463","0.01121542789041996","0.01121542789041996","0.01121542789041996","","","","","","","583467","583467","583467","0.0156126469373703","0.0156126469373703","0.0156126469373703","583463","583463","583463","0.01206471212208271","0.01206471212208271","0.01206471212208271","583463","583463","583463","0.011311030015349388","0.011311030015349388","0.011311030015349388","583463","583463","583463","0.010956836864352226","0.010956836864352226","0.010956836864352226","583514","583514","583514","0.01736505888402462","0.01736505888402462","0.01736505888402462","583592","583592","583592","0.019355060532689095","0.019355060532689095","0.019355060532689095","583747","583747","583747","0.023057494312524796","0.023057494312524796","0.023057494312524796"
"295199","","","","","","","590666","590666","590666","0.013487876392900944","0.013487876392900944","0.013487876392900944","","","","","","","590670","590670","590670","0.02049197256565094","0.02049197256565094","0.02049197256565094","590666","590666","590666","0.011548501439392567","0.011548501439392567","0.011548501439392567","","","","","","","590670","590670","590670","0.015518867410719395","0.015518867410719395","0.015518867410719395","590666","590666","590666","0.012068338692188263","0.012068338692188263","0.012068338692188263","590666","590666","590666","0.011571531184017658","0.011571531184017658","0.011571531184017658","590666","590666","590666","0.011089854873716831","0.011089854873716831","0.011089854873716831","590718","590718","590718","0.01719268225133419","0.01719268225133419","0.01719268225133419","590797","590797","590797","0.019131483510136604","0.019131483510136604","0.019131483510136604","590954","590954","590954","0.022945232689380646","0.022945232689380646","0.022945232689380646"
"298799","","","","","","","597869","597869","597869","0.013823785819113255","0.013823785819113255","0.013823785819113255","","","","","","","597874","597874","597874","0.020773442462086678","0.020773442462086678","0.020773442462086678","597869","597869","597869","0.01157152559608221","0.01157152559608221","0.01157152559608221","","","","","","","597874","597874","597874","0.015529241412878036","0.015529241412878036","0.015529241412878036","597869","597869","597869","0.012125466950237751","0.012125466950237751","0.012125466950237751","597869","597869","597869","0.0113462433218956","0.0113462433218956","0.0113462433218956","597869","597869","597869","0.010968510992825031","0.010968510992825031","0.010968510992825031","597922","597922","597922","0.01701291836798191","0.01701291836798191","0.01701291836798191","598001","598001","598001","0.019078565761446953","0.019078565761446953","0.019078565761446953","598161","598161","598161","0.02287166193127632","0.02287166193127632","0.02287166193127632"
"302399","","","","","","","605072","605072","605072","0.014194631949067116","0.014194631949067116","0.014194631949067116","","","","","","","605077","605077","605077","0.020584024488925934","0.020584024488925934","0.020584024488925934","605072","605072","605072","0.011243153363466263","0.011243153363466263","0.011243153363466263","","","","","","","605077","605077","605077","0.01602078229188919","0.01602078229188919","0.01602078229188919","605072","605072","605072","0.01212762575596571","0.01212762575596571","0.01212762575596571","605072","605072","605072","0.01111547276377678","0.01111547276377678","0.01111547276377678","605072","605072","605072","0.011029019020497799","0.011029019020497799","0.011029019020497799","605125","605125","605125","0.01738237962126732","0.01738237962126732","0.01738237962126732","605206","605206","605206","0.019160205498337746","0.019160205498337746","0.019160205498337746","605367","605367","605367","0.02286967635154724","0.02286967635154724","0.02286967635154724"
"305999","","","","","","","612276","612276","612276","0.01370182167738676","0.01370182167738676","0.01370182167738676","","","","","","","612280","612280","612280","0.020763028413057327","0.020763028413057327","0.020763028413057327","612276","612276","612276","0.01119200512766838","0.01119200512766838","0.01119200512766838","","","","","","","612280","612280","612280","0.015610099770128727","0.015610099770128727","0.015610099770128727","612276","612276","612276","0.011899556033313274","0.011899556033313274","0.011899556033313274","612276","612276","612276","0.01130529772490263","0.01130529772490263","0.01130529772490263","612276","612276","612276","0.011032886803150177","0.011032886803150177","0.011032886803150177","612329","612329","612329","0.017000336199998856","0.017000336199998856","0.017000336199998856","612411","612411","612411","0.01904231868684292","0.01904231868684292","0.01904231868684292","612574","612574","612574","0.022926967591047287","0.022926967591047287","0.022926967591047287"
